pH,Salinity,CO3,HCO3,Alkalinity,Hardness,Ca:Mg Ratio,Dissolved Oxygen,Suitable
8.05,16.85,0.0,130.29,130.29,3112.05,0.29,7.98,True
8.11,10.82,0.0,171.27,171.27,4976.05,0.27,4.7,True
8.28,18.69,180.29,8.27,188.56,2935.45,0.29,5.82,True
7.08,11.78,0.0,180.81,180.81,2368.74,0.27,6.99,False
8.73,17.44,156.43,21.82,178.25,5023.23,0.29,4.74,False
8.92,23.45,82.09,61.7,143.79000000000002,3768.23,0.25,7.17,False
8.39,12.44,103.62,56.19,159.81,4818.78,0.29,7.67,True
7.87,17.23,0.0,182.75,182.75,3767.93,0.27,4.09,True
7.83,14.16,0.0,155.51,155.51,3273.68,0.26,6.94,True
7.92,6.17,0.0,156.01,156.01,4727.3,0.33,3.66,False
8.15,15.85,0.0,118.41,118.41,2523.23,0.31,6.62,True
7.53,12.51,0.0,148.39,148.39,4398.24,0.33,7.59,True
7.96,16.88,0.0,100.51,100.51,3644.58,0.28,4.61,True
8.06,12.94,0.0,141.51,141.51,2596.25,0.27,2.94,False
7.58,10.13,0.0,166.57,166.57,1320.96,0.3,2.86,False
8.46,5.01,127.16,55.71,182.87,4314.11,0.32,6.89,False
8.24,18.13,114.82,6.81,121.63,3120.17,0.32,7.09,True
8.44,19.09,103.37,69.13,172.5,4046.38,0.26,2.84,False
7.95,9.54,0.0,101.59,101.59,1911.7,0.26,7.47,False
8.29,10.89,122.88,34.46,157.34,2875.92,0.28,6.37,True
7.9,12.11,0.0,112.96,112.96,1045.14,0.32,7.98,True
8.17,14.91,0.0,177.67,177.67,2199.61,0.26,6.02,True
7.47,12.91,0.0,108.67,108.67,5886.24,0.27,6.59,False
7.84,16.53,0.0,160.9,160.9,1628.12,0.27,3.12,False
8.47,23.47,119.23,45.82,165.05,5133.26,0.27,3.7,False
7.62,15.7,0.0,191.08,191.08,3028.63,0.3,6.15,True
8.09,17.86,0.0,106.52,106.52,2069.33,0.3,4.43,True
7.11,15.65,0.0,181.75,181.75,877.56,0.26,4.06,False
8.89,19.25,91.28,70.17,161.45,1225.52,0.26,3.56,False
8.73,16.49,40.48,111.65,152.13,2538.4,0.32,3.33,False
8.5,22.59,133.82,65.66,199.48,3543.1,0.26,3.06,False
7.77,8.93,0.0,133.61,133.61,2728.89,0.3,3.92,False
7.19,14.48,0.0,122.35,122.35,2712.71,0.29,2.04,False
7.03,13.49,0.0,116.62,116.62,5503.98,0.28,2.37,False
7.61,17.24,0.0,168.69,168.69,4614.0,0.29,7.82,True
8.46,11.5,46.12,105.16,151.28,1812.91,0.27,6.85,True
7.61,13.68,0.0,179.87,179.87,5591.26,0.27,7.63,False
8.34,11.29,103.21,76.45,179.66,4725.67,0.31,5.93,True
8.35,15.41,47.58,87.4,134.98000000000002,3501.15,0.33,4.1,True
7.9,14.46,0.0,125.16,125.16,1785.76,0.27,6.5,True
7.62,14.6,0.0,174.91,174.91,2183.14,0.27,7.23,True
7.53,17.7,0.0,155.03,155.03,3457.73,0.32,7.77,True
7.56,20.63,0.0,108.61,108.61,4610.51,0.27,5.05,False
8.26,5.27,17.8,175.48,193.28,5831.79,0.32,2.42,False
7.58,16.54,0.0,174.39,174.39,5470.89,0.28,4.13,False
7.56,12.96,0.0,173.9,173.9,1387.75,0.33,7.95,True
7.02,5.46,0.0,165.16,165.16,3769.11,0.26,7.9,False
7.19,7.58,0.0,106.61,106.61,1721.48,0.32,2.25,False
8.34,13.61,65.98,77.36,143.34,2214.44,0.28,5.15,True
7.44,18.28,0.0,143.13,143.13,1846.16,0.3,6.18,False
8.34,16.72,112.55,62.56,175.11,4915.05,0.29,3.04,False
7.52,19.75,0.0,133.81,133.81,5250.6,0.28,2.62,False
7.56,8.99,0.0,154.2,154.2,5657.7,0.29,5.08,False
8.59,22.17,25.8,34.92,60.72,2359.86,0.31,6.24,False
7.11,8.26,0.0,115.55,115.55,3509.21,0.31,2.51,False
8.75,9.25,140.14,13.42,153.55999999999997,3448.66,0.25,4.55,False
8.98,14.27,149.33,28.92,178.25,4047.66,0.25,5.46,False
8.44,10.65,35.39,116.05,151.44,4151.35,0.31,7.43,True
8.2,18.4,86.13,22.15,108.28,3283.46,0.32,6.74,True
8.18,12.5,0.0,142.14,142.14,5202.53,0.29,4.05,False
7.27,18.83,0.0,115.36,115.36,1373.89,0.33,3.21,False
7.67,10.91,0.0,122.03,122.03,2570.87,0.3,7.79,True
8.42,15.05,164.75,30.68,195.43,2459.15,0.33,5.9,True
7.77,7.41,0.0,169.97,169.97,5377.63,0.29,4.61,False
8.75,6.3,187.23,1.19,188.42,2769.59,0.29,3.28,False
8.13,12.56,0.0,172.14,172.14,4873.18,0.26,6.37,True
7.73,18.55,0.0,137.2,137.2,4381.65,0.32,5.23,True
7.34,21.0,0.0,114.15,114.15,1274.06,0.3,3.02,False
8.89,5.23,190.87,5.69,196.56,5295.22,0.33,2.64,False
8.74,16.75,146.84,50.61,197.45,4641.57,0.27,3.05,False
8.18,13.31,0.0,124.57,124.57,1780.67,0.31,5.7,True
8.2,12.05,188.75,5.34,194.09,4396.68,0.3,7.77,True
7.9,23.88,0.0,185.5,185.5,2892.39,0.29,3.4,False
7.53,10.02,0.0,157.06,157.06,1372.68,0.3,5.27,True
7.93,11.12,0.0,126.66,126.66,2965.44,0.33,7.79,True
8.31,16.06,46.69,87.92,134.61,3373.87,0.31,5.81,True
8.87,17.18,142.37,3.26,145.63,5576.51,0.31,6.14,False
7.52,6.98,0.0,103.28,103.28,1920.26,0.27,2.33,False
7.7,11.64,0.0,122.04,122.04,4656.89,0.32,3.51,False
8.78,5.76,76.71,32.55,109.25999999999999,4110.61,0.25,5.07,False
8.76,23.61,139.75,39.85,179.6,842.41,0.33,5.41,False
8.13,19.09,0.0,104.66,104.66,3721.74,0.32,7.73,True
7.03,22.18,0.0,148.32,148.32,5842.43,0.27,2.07,False
8.09,12.14,0.0,177.37,177.37,4769.78,0.29,6.5,True
8.55,19.01,92.82,49.05,141.87,4955.05,0.28,6.27,False
8.4,13.69,172.95,5.71,178.66,1425.11,0.31,7.6,True
7.99,15.59,0.0,124.11,124.11,1752.61,0.27,5.41,True
8.3,14.75,88.12,44.78,132.9,1114.15,0.33,5.38,True
7.23,8.66,0.0,150.06,150.06,1462.15,0.3,2.3,False
7.92,11.88,0.0,120.17,120.17,4299.08,0.25,7.23,True
8.29,23.03,129.84,65.62,195.46,1020.99,0.26,2.21,False
8.44,18.03,31.16,45.96,77.12,5251.37,0.29,6.78,False
7.77,13.12,0.0,127.85,127.85,2033.47,0.32,5.41,True
8.45,12.27,65.14,46.57,111.71000000000001,3210.1,0.33,4.55,True
7.65,20.94,0.0,188.72,188.72,2815.72,0.28,5.03,False
8.87,20.98,45.94,4.14,50.08,2710.97,0.31,2.46,False
8.47,11.73,154.56,36.2,190.76,3643.9,0.33,7.12,True
8.04,11.42,0.0,116.2,116.2,1770.0,0.28,7.52,True
8.12,19.1,0.0,163.14,163.14,3091.17,0.26,4.63,True
8.52,12.6,126.16,50.81,176.97,1100.63,0.31,7.57,False
7.48,12.09,0.0,153.2,153.2,4042.64,0.33,2.21,False
8.41,18.5,153.86,3.15,157.01000000000002,1502.64,0.32,7.42,True
8.56,13.74,48.12,6.6,54.72,4722.15,0.26,3.02,False
7.81,23.1,0.0,121.95,121.95,821.69,0.3,7.96,False
8.34,5.37,89.58,89.91,179.49,5424.05,0.32,2.46,False
8.18,7.69,0.0,130.86,130.86,2194.59,0.27,5.07,False
7.71,10.1,0.0,111.38,111.38,2137.38,0.29,6.3,True
8.17,13.47,0.0,155.71,155.71,2350.26,0.31,6.44,True
8.03,13.74,0.0,122.25,122.25,4609.24,0.3,3.98,False
7.96,16.57,0.0,129.24,129.24,1061.66,0.33,5.68,True
7.89,14.93,0.0,149.06,149.06,4509.93,0.28,4.75,True
8.08,11.32,0.0,154.23,154.23,1013.01,0.33,4.07,True
7.83,19.23,0.0,163.22,163.22,2296.04,0.33,5.04,True
7.41,13.47,0.0,147.19,147.19,4695.71,0.32,5.81,False
7.7,17.55,0.0,183.6,183.6,2547.6,0.32,4.65,True
7.24,10.66,0.0,111.24,111.24,4782.36,0.29,6.92,False
8.12,18.07,0.0,124.51,124.51,2367.7,0.32,6.39,True
8.48,18.68,181.12,12.23,193.35,3626.18,0.31,3.28,False
7.14,21.86,0.0,195.39,195.39,4425.96,0.33,3.54,False
8.99,12.25,36.17,26.67,62.84,5047.93,0.26,4.62,False
8.31,20.86,74.1,24.88,98.97999999999999,1745.03,0.27,5.92,False
8.14,10.24,0.0,153.37,153.37,4532.24,0.31,6.41,True
7.06,6.39,0.0,136.64,136.64,3589.36,0.3,7.73,False
7.25,23.5,0.0,184.44,184.44,1714.66,0.29,7.61,False
7.26,23.75,0.0,100.48,100.48,2682.21,0.26,7.23,False
7.28,14.65,0.0,178.42,178.42,979.35,0.28,6.22,False
8.89,9.43,197.65,0.74,198.39000000000001,2145.34,0.32,5.89,False
8.3,18.15,183.49,8.19,191.68,4461.27,0.25,7.48,True
7.72,15.05,0.0,100.37,100.37,3124.12,0.27,5.05,True
8.97,20.76,62.48,129.31,191.79,5221.28,0.31,4.55,False
7.78,16.05,0.0,168.49,168.49,3980.16,0.31,5.13,True
7.85,14.09,0.0,119.11,119.11,1329.83,0.25,7.28,True
7.71,17.02,0.0,104.31,104.31,3721.18,0.31,5.8,True
7.17,21.73,0.0,173.66,173.66,1422.31,0.3,4.48,False
7.07,7.92,0.0,152.04,152.04,5205.88,0.31,7.35,False
7.86,5.5,0.0,170.14,170.14,5255.82,0.31,5.93,False
7.83,17.95,0.0,128.15,128.15,4903.69,0.28,4.48,True
7.41,16.44,0.0,175.1,175.1,4689.15,0.28,5.8,False
8.11,12.01,0.0,172.91,172.91,4658.72,0.3,7.67,True
7.7,19.74,0.0,172.4,172.4,4303.99,0.29,2.69,False
7.17,12.88,0.0,148.29,148.29,945.19,0.32,4.72,False
8.1,19.39,0.0,172.27,172.27,2465.25,0.29,3.37,False
8.27,15.04,18.34,180.01,198.35,5920.84,0.26,2.3,False
7.54,10.35,0.0,102.67,102.67,4769.26,0.3,5.26,True
8.45,22.71,68.25,68.51,136.76,2031.85,0.32,5.42,False
7.97,18.59,0.0,157.5,157.5,2242.9,0.27,5.18,True
8.94,22.28,82.81,55.49,138.3,5495.41,0.28,6.8,False
8.15,17.29,0.0,148.38,148.38,1276.43,0.33,4.59,True
8.14,8.46,0.0,158.11,158.11,2660.63,0.33,5.27,False
7.49,21.46,0.0,118.9,118.9,5917.66,0.33,2.94,False
7.68,12.17,0.0,184.64,184.64,3660.51,0.33,6.3,True
7.75,19.16,0.0,143.72,143.72,4271.69,0.28,7.52,True
8.18,10.6,0.0,141.81,141.81,4100.51,0.31,5.19,True
8.52,15.6,118.55,55.24,173.79,3492.2,0.27,4.54,False
7.81,19.03,0.0,175.51,175.51,1935.62,0.27,5.01,True
7.53,14.44,0.0,159.91,159.91,2766.58,0.27,5.23,True
8.6,24.68,69.34,2.94,72.28,3096.67,0.29,2.59,False
8.07,14.76,0.0,132.53,132.53,1177.11,0.32,7.2,True
8.28,19.15,83.49,81.3,164.79,4057.95,0.27,5.7,True
8.5,8.49,55.41,87.7,143.11,523.95,0.26,7.95,False
7.76,17.44,0.0,107.93,107.93,4054.73,0.32,4.64,True
8.57,18.62,103.47,40.71,144.18,4023.88,0.27,4.76,False
8.95,14.67,180.56,16.51,197.07,1404.73,0.3,4.15,False
7.9,12.12,0.0,174.74,174.74,4436.11,0.29,6.65,True
8.24,10.34,78.97,41.43,120.4,3529.82,0.29,3.07,False
7.58,8.55,0.0,121.18,121.18,1638.63,0.29,7.39,False
7.57,9.81,0.0,127.87,127.87,2057.61,0.28,3.21,False
7.5,15.55,0.0,129.73,129.73,2493.43,0.32,4.14,True
7.89,18.79,0.0,189.06,189.06,2283.83,0.32,7.53,True
7.01,5.05,0.0,132.8,132.8,2700.96,0.33,4.51,False
7.45,12.01,0.0,103.37,103.37,3119.99,0.27,2.54,False
7.22,23.83,0.0,169.49,169.49,1851.11,0.31,7.86,False
8.41,11.67,43.28,57.83,101.11,3861.27,0.28,4.76,True
7.66,17.22,0.0,101.44,101.44,2685.79,0.26,5.96,True
7.5,21.97,0.0,128.16,128.16,1419.72,0.32,3.45,False
7.91,16.08,0.0,178.32,178.32,1517.98,0.28,6.88,True
8.48,11.67,98.44,88.22,186.66,4231.26,0.27,5.31,True
7.71,13.72,0.0,125.64,125.64,4913.02,0.28,4.66,True
7.32,21.32,0.0,167.17,167.17,4516.65,0.32,4.38,False
8.31,16.92,129.33,55.16,184.49,1758.59,0.28,6.85,True
7.65,14.4,0.0,118.19,118.19,3936.17,0.27,7.31,True
8.02,11.0,0.0,127.81,127.81,3954.3,0.29,6.82,True
8.15,13.22,0.0,175.23,175.23,2366.03,0.25,2.09,False
8.39,6.65,50.48,17.1,67.58,5987.45,0.3,5.4,False
8.88,8.77,78.86,35.35,114.21000000000001,4522.83,0.3,4.63,False
8.09,17.36,0.0,122.96,122.96,3038.19,0.29,5.63,True
7.93,15.38,0.0,147.1,147.1,1926.87,0.3,7.77,True
8.2,19.86,166.41,19.91,186.32,2664.98,0.26,4.95,True
8.85,16.35,23.56,80.34,103.9,1516.88,0.26,3.34,False
7.56,18.96,0.0,145.6,145.6,3704.97,0.31,7.01,True
8.35,19.32,106.4,12.97,119.37,1153.08,0.26,6.78,True
7.68,16.01,0.0,157.61,157.61,3485.27,0.28,7.89,True
8.63,9.13,95.02,74.55,169.57,5278.76,0.3,6.65,False
7.41,20.66,0.0,176.63,176.63,3034.16,0.32,4.66,False
7.69,17.06,0.0,198.99,198.99,3051.13,0.3,6.76,True
8.4,6.59,175.49,8.08,183.57000000000002,1782.84,0.25,6.94,False
8.4,19.42,26.23,125.11,151.34,1250.73,0.33,6.86,True
8.09,13.44,0.0,174.16,174.16,3518.64,0.3,5.43,True
7.17,10.61,0.0,199.93,199.93,4874.61,0.33,7.35,False
7.74,13.72,0.0,161.85,161.85,2807.57,0.32,6.38,True
7.01,18.45,0.0,179.04,179.04,844.87,0.29,3.52,False
8.26,21.91,86.47,43.68,130.15,5637.18,0.3,2.64,False
7.95,12.33,0.0,191.12,191.12,4898.28,0.26,5.7,True
7.91,7.71,0.0,143.76,143.76,4503.87,0.29,2.02,False
8.26,14.1,25.14,81.0,106.14,1294.49,0.25,7.25,True
7.99,13.24,0.0,122.23,122.23,1964.48,0.33,7.85,True
7.46,14.36,0.0,138.08,138.08,857.24,0.28,5.96,False
8.08,14.84,0.0,105.89,105.89,4067.28,0.26,7.77,True
8.83,14.14,77.11,72.74,149.85,1892.77,0.27,5.79,False
7.86,18.39,0.0,102.76,102.76,1316.62,0.31,7.86,True
8.35,14.55,96.07,87.9,183.97,4378.67,0.32,6.98,True
8.24,18.8,36.75,158.77,195.52,1428.82,0.3,7.75,True
8.65,9.97,81.63,93.16,174.79,4950.26,0.25,7.2,False
8.72,18.07,30.46,168.97,199.43,2352.4,0.25,2.43,False
8.83,6.27,134.76,18.63,153.39,4219.79,0.32,5.33,False
8.17,13.98,0.0,174.46,174.46,4786.54,0.26,4.09,True
7.8,19.74,0.0,149.38,149.38,2357.58,0.29,6.03,True
8.98,6.67,189.53,6.26,195.79,3165.69,0.32,7.87,False
8.49,14.78,167.82,24.98,192.79999999999998,1349.3,0.26,5.64,True
7.54,24.43,0.0,188.45,188.45,2235.47,0.27,4.74,False
8.39,24.85,74.72,69.06,143.78,1528.0,0.27,7.93,False
8.35,5.75,137.14,45.26,182.39999999999998,4609.43,0.26,3.79,False
7.11,13.16,0.0,154.2,154.2,3997.28,0.31,6.36,False
8.12,11.03,0.0,163.65,163.65,4044.54,0.3,7.46,True
7.44,14.41,0.0,100.33,100.33,3663.84,0.29,4.09,False
7.36,11.41,0.0,157.47,157.47,1584.79,0.3,4.07,False
8.42,15.03,100.92,94.64,195.56,3152.77,0.28,7.25,True
7.58,16.25,0.0,169.0,169.0,3094.8,0.32,5.04,True
8.5,12.26,177.03,4.92,181.95,3484.02,0.31,5.47,True
7.51,5.76,0.0,132.46,132.46,551.64,0.28,7.62,False
7.3,24.77,0.0,197.91,197.91,4742.81,0.27,6.56,False
7.03,11.23,0.0,126.8,126.8,2958.74,0.26,3.45,False
7.41,22.86,0.0,112.16,112.16,4265.7,0.3,2.59,False
7.72,16.53,0.0,161.17,161.17,3166.98,0.28,4.37,True
8.31,17.85,54.39,74.57,128.95999999999998,2584.04,0.25,6.27,True
8.9,18.0,32.19,141.42,173.60999999999999,4933.15,0.28,4.35,False
8.07,17.15,0.0,174.83,174.83,2919.27,0.29,6.0,True
8.84,6.37,70.59,120.62,191.21,3990.05,0.33,4.52,False
7.41,15.93,0.0,113.23,113.23,1238.62,0.29,5.68,False
8.68,9.13,102.76,30.31,133.07,5833.01,0.26,4.69,False
8.27,22.58,31.9,133.77,165.67000000000002,3312.47,0.25,6.47,False
7.82,16.19,0.0,114.46,114.46,3776.14,0.28,4.49,True
8.2,15.99,124.94,59.35,184.29,4321.05,0.31,6.22,True
8.48,15.65,141.86,15.86,157.72000000000003,953.35,0.26,3.12,False
7.96,12.04,0.0,136.24,136.24,2239.89,0.31,7.32,True
8.19,19.91,0.0,110.01,110.01,3357.71,0.27,7.73,True
7.19,9.52,0.0,111.07,111.07,3261.57,0.25,5.72,False
8.28,17.46,56.12,40.87,96.99,4835.99,0.29,4.13,False
7.86,11.74,0.0,155.86,155.86,2638.02,0.29,4.58,True
8.69,10.63,8.38,54.0,62.38,3918.08,0.26,5.74,False
8.73,5.15,53.5,14.56,68.06,999.77,0.32,3.99,False
8.18,13.59,0.0,127.36,127.36,4846.98,0.3,2.02,False
7.11,5.09,0.0,121.17,121.17,4642.34,0.32,7.05,False
7.63,16.33,0.0,100.12,100.12,3370.27,0.28,7.98,True
7.69,18.84,0.0,195.82,195.82,4289.85,0.27,4.1,True
7.97,5.64,0.0,103.12,103.12,1188.5,0.31,2.27,False
7.22,19.52,0.0,108.21,108.21,4176.17,0.29,4.33,False
8.09,14.88,0.0,116.66,116.66,1792.01,0.29,6.39,True
8.71,22.1,159.17,35.63,194.79999999999998,2226.56,0.29,7.79,False
8.37,15.56,31.65,115.31,146.96,1212.69,0.33,4.14,True
8.28,19.73,133.92,50.84,184.76,2345.25,0.26,6.17,True
7.8,18.82,0.0,194.04,194.04,3849.68,0.29,6.83,True
8.29,10.91,60.27,116.73,177.0,1472.01,0.33,7.84,True
8.08,15.71,0.0,141.55,141.55,4289.93,0.33,6.67,True
8.64,6.95,190.75,1.35,192.1,2269.73,0.31,6.52,False
8.23,18.8,151.39,11.0,162.39,4041.04,0.26,4.96,True
7.96,16.19,0.0,175.31,175.31,1321.25,0.27,4.1,True
8.42,13.59,90.32,30.7,121.02,4760.84,0.32,7.79,True
8.24,10.0,133.92,38.79,172.70999999999998,1214.6,0.29,2.02,False
7.16,7.88,0.0,131.77,131.77,3005.31,0.33,5.66,False
8.66,22.44,85.98,113.34,199.32,5593.14,0.3,7.19,False
8.04,14.56,0.0,161.68,161.68,1482.97,0.3,7.17,True
8.35,9.65,110.19,29.15,139.34,2069.05,0.27,2.8,False
7.53,12.2,0.0,131.59,131.59,2454.3,0.33,6.24,True
7.5,10.68,0.0,169.42,169.42,4349.97,0.32,5.8,True
7.88,22.49,0.0,120.7,120.7,5942.66,0.29,7.91,False
8.56,18.18,18.97,127.98,146.95,1431.93,0.28,7.86,False
7.38,17.21,0.0,114.02,114.02,583.22,0.31,4.57,False
7.27,21.19,0.0,168.18,168.18,3736.29,0.27,5.69,False
7.96,12.7,0.0,184.56,184.56,3804.12,0.28,7.91,True
8.13,11.86,0.0,129.02,129.02,4705.6,0.27,7.83,True
8.85,23.2,91.94,106.54,198.48000000000002,4155.47,0.33,7.64,False
8.34,17.73,54.45,39.15,93.6,5076.42,0.27,2.78,False
8.2,19.61,99.22,12.35,111.57,4334.13,0.29,6.04,True
8.32,16.32,114.25,76.09,190.34,2917.61,0.3,7.41,True
7.26,16.62,0.0,179.11,179.11,4799.95,0.32,5.86,False
8.73,10.16,184.4,1.15,185.55,5524.99,0.26,7.48,False
7.48,8.39,0.0,135.29,135.29,1363.78,0.26,3.48,False
8.61,19.16,161.15,14.96,176.11,3194.24,0.29,4.02,False
7.79,15.03,0.0,127.11,127.11,3602.19,0.29,4.47,True
8.17,10.74,0.0,175.26,175.26,1426.4,0.25,7.25,True
7.3,8.88,0.0,179.09,179.09,3258.48,0.33,2.67,False
8.5,19.2,106.72,74.45,181.17000000000002,1045.8,0.26,7.56,True
8.22,11.52,170.42,6.33,176.75,1077.47,0.31,4.09,True
7.68,18.6,0.0,152.2,152.2,1517.0,0.26,4.91,True
7.75,17.35,0.0,115.82,115.82,4263.02,0.32,5.59,True
7.67,11.92,0.0,178.39,178.39,3600.54,0.29,7.97,True
8.25,12.36,129.23,4.43,133.66,1955.5,0.33,5.98,True
8.05,14.24,0.0,106.85,106.85,1499.05,0.3,6.95,True
8.82,16.27,38.0,144.76,182.76,4102.95,0.31,4.57,False
7.39,21.97,0.0,161.33,161.33,3022.66,0.25,6.41,False
8.09,19.29,0.0,166.04,166.04,1450.07,0.25,6.01,True
7.66,13.6,0.0,153.64,153.64,4254.03,0.26,4.04,True
7.7,12.68,0.0,151.72,151.72,4711.97,0.29,7.34,True
7.69,14.71,0.0,188.04,188.04,2390.37,0.25,7.09,True
7.18,23.64,0.0,187.55,187.55,981.69,0.31,4.55,False
8.71,8.62,61.83,20.63,82.46,4648.79,0.28,4.23,False
7.6,17.02,0.0,140.96,140.96,3193.31,0.29,5.5,True
8.13,21.11,0.0,136.19,136.19,4679.52,0.33,3.86,False
7.79,6.29,0.0,139.48,139.48,968.05,0.28,6.16,False
7.89,17.08,0.0,100.03,100.03,4936.59,0.27,6.38,True
7.76,10.91,0.0,118.96,118.96,4132.39,0.3,5.5,True
7.02,24.33,0.0,152.65,152.65,5437.25,0.28,4.66,False
8.03,7.85,0.0,109.93,109.93,5276.86,0.31,5.2,False
8.75,9.85,41.5,3.87,45.37,3826.49,0.26,7.43,False
7.85,24.19,0.0,191.49,191.49,5800.26,0.28,4.73,False
8.09,11.41,0.0,130.61,130.61,4507.38,0.28,6.92,True
8.45,16.52,133.53,4.18,137.71,1688.11,0.29,4.38,True
8.15,24.07,0.0,139.78,139.78,699.32,0.32,5.67,False
8.21,14.99,114.46,13.11,127.57,2609.12,0.33,5.29,True
8.27,10.87,82.9,113.42,196.32,1270.66,0.3,6.62,True
8.98,8.76,132.61,9.13,141.74,3900.01,0.29,5.97,False
8.3,10.7,47.26,150.37,197.63,3872.73,0.26,7.87,True
7.86,7.17,0.0,113.14,113.14,5521.59,0.29,2.61,False
7.18,19.17,0.0,184.68,184.68,1135.52,0.28,7.82,False
7.61,10.74,0.0,145.34,145.34,2364.5,0.32,5.5,True
7.99,12.24,0.0,180.02,180.02,3365.19,0.31,3.35,False
8.09,12.8,0.0,176.52,176.52,3971.55,0.26,4.81,True
7.77,10.05,0.0,118.98,118.98,2033.39,0.27,6.26,True
8.99,15.55,26.66,106.16,132.82,994.17,0.28,5.61,False
8.9,14.18,59.61,41.6,101.21000000000001,5388.95,0.31,5.63,False
7.47,21.29,0.0,146.06,146.06,3051.8,0.32,6.43,False
8.27,16.76,197.68,0.05,197.73000000000002,2971.02,0.33,7.57,True
7.8,18.62,0.0,151.86,151.86,634.43,0.3,5.28,False
8.42,11.2,56.06,54.02,110.08000000000001,3334.12,0.33,2.64,False
7.49,8.5,0.0,167.79,167.79,1801.17,0.27,3.19,False
7.7,18.74,0.0,138.38,138.38,4070.48,0.31,5.44,True
8.37,13.76,171.45,6.56,178.01,4545.8,0.25,7.06,True
7.96,15.92,0.0,158.79,158.79,2673.94,0.32,6.32,True
7.58,18.05,0.0,192.35,192.35,4733.09,0.3,7.84,True
7.69,16.54,0.0,175.35,175.35,2299.66,0.32,4.96,True
7.79,11.34,0.0,147.63,147.63,4231.01,0.3,4.11,True
8.09,16.01,0.0,171.87,171.87,2732.74,0.31,5.9,True
8.53,9.3,183.35,13.38,196.73,2713.79,0.3,4.29,False
8.38,23.94,35.02,10.55,45.57000000000001,4313.44,0.32,3.51,False
8.43,15.45,118.45,61.41,179.86,2768.12,0.31,5.32,True
7.17,23.55,0.0,181.39,181.39,2937.44,0.28,7.23,False
8.93,17.45,133.27,55.08,188.35000000000002,3165.86,0.29,2.01,False
7.93,17.91,0.0,157.94,157.94,4143.78,0.26,4.87,True
7.82,12.79,0.0,156.51,156.51,3745.29,0.31,5.22,True
7.32,10.03,0.0,175.72,175.72,2342.81,0.26,4.27,False
8.1,12.7,0.0,194.93,194.93,4733.54,0.25,6.23,True
7.84,19.98,0.0,135.77,135.77,1037.74,0.27,7.71,True
7.85,12.94,0.0,194.77,194.77,4076.16,0.29,4.46,True
7.3,17.88,0.0,184.15,184.15,2800.01,0.27,4.35,False
7.76,17.32,0.0,190.91,190.91,3383.03,0.32,4.97,True
7.79,10.9,0.0,150.85,150.85,3557.72,0.3,7.76,True
8.33,11.39,15.79,0.45,16.24,803.37,0.27,5.86,False
7.58,12.69,0.0,165.11,165.11,2552.78,0.25,3.52,False
8.61,16.86,106.74,81.23,187.97,4220.21,0.33,3.11,False
8.45,9.3,63.47,113.73,177.2,3682.39,0.3,3.61,False
7.48,12.42,0.0,146.59,146.59,2937.16,0.33,4.22,False
7.71,14.49,0.0,135.77,135.77,2072.47,0.33,6.17,True
7.67,22.33,0.0,182.09,182.09,2335.09,0.3,4.85,False
8.81,12.83,85.18,22.28,107.46000000000001,734.51,0.27,2.15,False
7.17,12.37,0.0,159.89,159.89,2987.27,0.26,4.27,False
8.15,12.24,0.0,112.64,112.64,3956.29,0.26,7.99,True
8.17,11.89,0.0,128.11,128.11,3571.92,0.31,6.47,True
7.94,23.99,0.0,144.77,144.77,5325.31,0.33,3.63,False
8.14,8.61,0.0,164.32,164.32,822.31,0.31,6.47,False
8.81,19.77,121.75,15.85,137.6,3477.42,0.25,2.03,False
7.67,13.05,0.0,182.76,182.76,4849.0,0.26,5.39,True
8.01,21.39,0.0,161.68,161.68,1350.25,0.32,3.22,False
8.4,15.33,153.15,2.36,155.51000000000002,4482.81,0.29,4.03,True
7.56,15.01,0.0,132.47,132.47,2405.56,0.28,5.65,True
7.88,18.09,0.0,126.09,126.09,1408.53,0.28,7.1,True
8.13,14.01,0.0,177.13,177.13,5562.36,0.27,4.67,False
8.01,18.74,0.0,115.43,115.43,2091.82,0.28,4.44,True
8.11,11.4,0.0,118.16,118.16,5499.66,0.29,2.82,False
7.37,18.74,0.0,161.6,161.6,3337.99,0.28,4.44,False
7.53,12.2,0.0,181.57,181.57,666.12,0.25,7.44,False
8.49,11.55,76.37,81.46,157.82999999999998,3102.36,0.32,7.64,True
8.04,21.16,0.0,138.31,138.31,2090.56,0.32,4.26,False
8.36,6.53,86.18,77.04,163.22000000000003,2763.8,0.28,4.31,False
7.87,15.53,0.0,137.65,137.65,4539.71,0.31,4.82,True
8.17,13.48,0.0,170.98,170.98,2049.65,0.27,5.61,True
7.72,13.14,0.0,115.05,115.05,2461.54,0.25,5.18,True
7.36,24.67,0.0,185.03,185.03,623.36,0.29,6.73,False
7.69,10.38,0.0,123.07,123.07,4005.07,0.26,6.87,True
8.34,17.99,22.1,113.85,135.95,2325.4,0.29,4.35,True
8.65,19.72,197.23,2.25,199.48,5345.91,0.26,4.74,False
8.42,7.66,60.82,98.89,159.71,1976.6,0.27,7.22,False
7.55,19.46,0.0,175.4,175.4,1252.96,0.28,5.76,True
8.82,10.97,130.62,66.09,196.71,5149.93,0.29,2.22,False
8.96,16.8,56.47,99.62,156.09,5448.17,0.29,6.55,False
